"filename", "language", "C++", "ShaderLab", "Shell Script", "JSON", "comment", "blank", "total"
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Addons.cpp", "C++", 1, 0, 0, 0, 0, 0, 1
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Addons.hpp", "C++", 59, 0, 0, 0, 6, 25, 90
"/home/peti/Desktop/OpenPLS/OpenPLS/src/App.cpp", "C++", 6, 0, 0, 0, 51, 4, 61
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Camera.cpp", "C++", 71, 0, 0, 0, 1, 24, 96
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Camera.h", "C++", 27, 0, 0, 0, 0, 13, 40
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Factory.cpp", "C++", 69, 0, 0, 0, 0, 30, 99
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Factory.h", "C++", 38, 0, 0, 0, 0, 41, 79
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Geometry.cpp", "C++", 141, 0, 0, 0, 1, 53, 195
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Geometry.h", "C++", 55, 0, 0, 0, 2, 34, 91
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Gui.cpp", "C++", 164, 0, 0, 0, 1, 98, 263
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Gui.h", "C++", 246, 0, 0, 0, 1, 126, 373
"/home/peti/Desktop/OpenPLS/OpenPLS/src/IBO.cpp", "C++", 30, 0, 0, 0, 0, 8, 38
"/home/peti/Desktop/OpenPLS/OpenPLS/src/IBO.h", "C++", 17, 0, 0, 0, 0, 3, 20
"/home/peti/Desktop/OpenPLS/OpenPLS/src/InputManager.cpp", "C++", 107, 0, 0, 0, 0, 31, 138
"/home/peti/Desktop/OpenPLS/OpenPLS/src/InputManager.h", "C++", 56, 0, 0, 0, 0, 26, 82
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Mesh.cpp", "C++", 809, 0, 0, 0, 54, 279, 1142
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Mesh.h", "C++", 240, 0, 0, 0, 6, 110, 356
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Program.cpp", "C++", 109, 0, 0, 0, 2, 73, 184
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Program.h", "C++", 46, 0, 0, 0, 0, 22, 68
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Renderer.cpp", "C++", 23, 0, 0, 0, 2, 16, 41
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Renderer.h", "C++", 32, 0, 0, 0, 0, 11, 43
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Shader.cpp", "C++", 138, 0, 0, 0, 2, 40, 180
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Shader.h", "C++", 62, 0, 0, 0, 2, 24, 88
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Surface.cpp", "C++", 207, 0, 0, 0, 1, 85, 293
"/home/peti/Desktop/OpenPLS/OpenPLS/src/Surface.h", "C++", 81, 0, 0, 0, 2, 49, 132
"/home/peti/Desktop/OpenPLS/OpenPLS/src/VAO.cpp", "C++", 25, 0, 0, 0, 0, 8, 33
"/home/peti/Desktop/OpenPLS/OpenPLS/src/VAO.h", "C++", 16, 0, 0, 0, 0, 10, 26
"/home/peti/Desktop/OpenPLS/OpenPLS/src/VBO.cpp", "C++", 65, 0, 0, 0, 0, 22, 87
"/home/peti/Desktop/OpenPLS/OpenPLS/src/VBO.h", "C++", 49, 0, 0, 0, 3, 8, 60
"/home/peti/Desktop/OpenPLS/OpenPLS/src/WorldElements.h", "C++", 14, 0, 0, 0, 0, 5, 19
"/home/peti/Desktop/OpenPLS/OpenPLS/src/builddir/run.sh", "Shell Script", 0, 0, 7, 0, 1, 3, 11
"/home/peti/Desktop/OpenPLS/OpenPLS/src/mymath.h", "C++", 166, 0, 0, 0, 6, 58, 230
"/home/peti/Desktop/OpenPLS/OpenPLS/src/out/linecount.json", "JSON", 0, 0, 0, 302, 0, 0, 302
"/home/peti/Desktop/OpenPLS/OpenPLS/src/shaders/GouraudShader.shader", "ShaderLab", 0, 42, 0, 0, 4, 15, 61
"/home/peti/Desktop/OpenPLS/OpenPLS/src/shaders/Shader1.shader", "ShaderLab", 0, 21, 0, 0, 0, 13, 34
"/home/peti/Desktop/OpenPLS/OpenPLS/src/shaders/Shader2D.shader", "ShaderLab", 0, 18, 0, 0, 0, 13, 31
"Total", "-", 3169, 81, 7, 302, 148, 1380, 5087
